Date,Symbol,Opening Price,Highest Price,Lowest Price,Closing Price,Volume of Trade,P/E Ratio,P/B Ratio
2021-11-11 00:00:00+05:30,HINDUNILVR.NS,2297.920532531597,2301.985194146334,2263.0122621932655,2272.576171875,1282647,52.08746669436167,10.513592830525177
2021-11-12 00:00:00+05:30,HINDUNILVR.NS,2283.8614864463602,2308.3451870687954,2272.576027042365,2300.072265625,1651974,52.717677415195965,10.640797690672477
2021-11-15 00:00:00+05:30,HINDUNILVR.NS,2299.2596528258,2324.030085857756,2299.2596528258,2319.009033203125,1007999,53.151708301698946,10.728404639256485
2021-11-16 00:00:00+05:30,HINDUNILVR.NS,2328.477436417386,2328.477436417386,2295.434311584519,2301.698486328125,1245209,52.754950408620786,10.648321056681864
2021-11-17 00:00:00+05:30,HINDUNILVR.NS,2299.163739987646,2304.9499516726623,2283.0963260543485,2286.8740234375,956809,52.41517358325693,10.579738815658597
2021-11-18 00:00:00+05:30,HINDUNILVR.NS,2285.774422559677,2301.4115083458737,2266.6466031240316,2294.764404296875,1236943,52.59602118489285,10.616241993268172
2021-11-22 00:00:00+05:30,HINDUNILVR.NS,2304.3283069164017,2304.8065024008197,2273.484698171434,2284.3876953125,1629290,52.358186919837266,10.568236344642296
2021-11-23 00:00:00+05:30,HINDUNILVR.NS,2283.670450831977,2295.3383742020587,2234.6075463846296,2289.791259765625,1932539,52.48203666664279,10.593234792305672
2021-11-24 00:00:00+05:30,HINDUNILVR.NS,2301.0766708995684,2301.0766708995684,2263.777423116907,2271.189453125,999070,52.05568308789823,10.507177469628417
2021-11-25 00:00:00+05:30,HINDUNILVR.NS,2282.905095654005,2282.905095654005,2238.9111139195747,2246.610107421875,1363272,51.49232425903907,10.393466327198297
2021-11-26 00:00:00+05:30,HINDUNILVR.NS,2241.780340569414,2261.8645501052324,2223.8001443814296,2233.2685546875,2450902,51.186535748051796,10.331744456260756
2021-11-29 00:00:00+05:30,HINDUNILVR.NS,2232.598849085918,2240.106611134297,2185.0662675112917,2227.81689453125,1724612,51.06158364728971,10.306523504002897
2021-11-30 00:00:00+05:30,HINDUNILVR.NS,2220.7395351262576,2258.0387779642956,2201.6117182862386,2216.483642578125,3931035,50.801825408620786,10.25409261171619
2021-12-01 00:00:00+05:30,HINDUNILVR.NS,2237.9546725255836,2253.9742198609697,2221.935125190197,2242.59326171875,1263139,51.400258118696996,10.374883240431679
2021-12-02 00:00:00+05:30,HINDUNILVR.NS,2254.213327969677,2283.861445562829,2242.7366372884567,2279.366455078125,1673117,52.24310004763064,10.545006639085313
2021-12-03 00:00:00+05:30,HINDUNILVR.NS,2279.3665979056514,2285.6786380795197,2235.9463086779515,2241.445556640625,1890178,51.373952707784206,10.369573625717653
2021-12-06 00:00:00+05:30,HINDUNILVR.NS,2241.780184736072,2260.8601357700145,2200.655377592876,2205.91552734375,1079171,50.55960411056039,10.20520146257217
2021-12-07 00:00:00+05:30,HINDUNILVR.NS,2226.3822535303043,2239.5326282329365,2211.1757318171713,2220.357177734375,895313,50.89060686991462,10.272012702559147
2021-12-08 00:00:00+05:30,HINDUNILVR.NS,2217.1533769134307,2242.210773749704,2217.1533769134307,2238.52880859375,839769,51.30710081580907,10.356079908000472
2021-12-09 00:00:00+05:30,HINDUNILVR.NS,2238.91130905078,2246.17997397708,2220.309550981922,2237.7158203125,716666,51.28846711694934,10.352318789728251
2021-12-10 00:00:00+05:30,HINDUNILVR.NS,2244.649552403631,2244.649552403631,2218.826996836993,2231.06884765625,724539,51.13611844272862,10.321567977091776
2021-12-13 00:00:00+05:30,HINDUNILVR.NS,2249.431555339987,2249.431555339987,2200.655616002258,2203.859619140625,1804894,50.51248267569619,10.195690238256745
2021-12-14 00:00:00+05:30,HINDUNILVR.NS,2204.4811256227385,2223.5610782541894,2203.5247346788674,2217.201171875,1219031,50.818271186683475,10.257412109194286
2021-12-15 00:00:00+05:30,HINDUNILVR.NS,2215.0015070565105,2223.4177943693203,2200.177446884068,2219.735595703125,755122,50.8763602040597,10.26913708480507
2021-12-16 00:00:00+05:30,HINDUNILVR.NS,2219.7355418529673,2223.895935907666,2203.4768956066546,2208.784912109375,926493,50.62537043569505,10.218476064089709
2021-12-17 00:00:00+05:30,HINDUNILVR.NS,2202.5684100586045,2208.258889647212,2128.9263051630282,2132.990966796875,2439222,48.88817251425338,9.867831412483923
2021-12-20 00:00:00+05:30,HINDUNILVR.NS,2128.9264259970214,2175.1680255477527,2105.1600155796823,2170.14697265625,2175705,49.73978850919665,10.039725812173847
2021-12-21 00:00:00+05:30,HINDUNILVR.NS,2190.135410846058,2202.281529962888,2154.5098457569684,2173.7333984375,1591415,49.821989420983265,10.056317652239587
2021-12-22 00:00:00+05:30,HINDUNILVR.NS,2199.699161369173,2216.3402703228476,2170.051042237675,2178.32373046875,1661605,49.9271998732237,10.077553852165797
2021-12-23 00:00:00+05:30,HINDUNILVR.NS,2198.6947388641124,2204.480950313165,2175.4067613291404,2200.320556640625,1423081,50.43136733075006,10.179317514390648
2021-12-24 00:00:00+05:30,HINDUNILVR.NS,2209.262930089335,2212.1321027258145,2183.7273403234394,2196.781982421875,895503,50.35026317721464,10.162947049454445
2021-12-27 00:00:00+05:30,HINDUNILVR.NS,2196.7821928178887,2207.446092234456,2178.8977283697277,2201.0380859375,584302,50.44781310881274,10.182637011868742
2021-12-28 00:00:00+05:30,HINDUNILVR.NS,2209.2632464072494,2217.296837542079,2197.547456464181,2208.402587890625,783710,50.616607561096146,10.216707321983312
2021-12-29 00:00:00+05:30,HINDUNILVR.NS,2213.949248395923,2220.5963520882838,2198.7905924028173,2206.25048828125,1410236,50.567281418318814,10.206751088478923
2021-12-30 00:00:00+05:30,HINDUNILVR.NS,2207.350287402718,2228.390888062536,2196.4951568465776,2224.182861328125,963711,50.978291572957254,10.289711418272567
2021-12-31 00:00:00+05:30,HINDUNILVR.NS,2237.9548894020113,2266.981448993308,2228.390979618242,2257.22607421875,1123597,51.735642315350674,10.442578851471854
2022-01-03 00:00:00+05:30,HINDUNILVR.NS,2274.2976094111955,2274.2976094111955,2250.387836393836,2258.325927734375,879278,51.76085096801226,10.447667091056344
2022-01-04 00:00:00+05:30,HINDUNILVR.NS,2265.642458918615,2303.085307427932,2252.6356811499113,2296.533935546875,1484275,52.63657885736591,10.62442835520122
2022-01-05 00:00:00+05:30,HINDUNILVR.NS,2298.972770699921,2314.4662584585913,2287.687310013616,2310.449462890625,1202512,52.95552287166227,10.688805598228248
