Date,Symbol,Opening Price,Highest Price,Lowest Price,Closing Price,Volume of Trade,P/E Ratio,P/B Ratio
2021-11-11 00:00:00+05:30,BHARTIARTL.NS,724.3649759218563,727.912861947199,713.7705221923869,718.0575561523438,7421118,34.65528745908995,4.770290752837323
2021-11-12 00:00:00+05:30,BHARTIARTL.NS,722.3938728748109,734.2202391428841,714.7560113266802,732.741943359375,9207508,35.36399340537524,4.86784393071924
2021-11-15 00:00:00+05:30,BHARTIARTL.NS,729.2926136577574,735.2057970117393,725.5476095639713,726.8780517578125,5454742,35.08098705394848,4.82888818456365
2021-11-16 00:00:00+05:30,BHARTIARTL.NS,730.6230720798055,731.312955516829,716.5299968035233,719.7329711914062,4639931,34.7361472582725,4.781421081875054
2021-11-17 00:00:00+05:30,BHARTIARTL.NS,714.0661742593574,721.753300801945,705.8862824236293,709.6312866210938,8002927,34.24861421916476,4.7143122936157225
2021-11-18 00:00:00+05:30,BHARTIARTL.NS,710.173298922711,712.9820971156431,697.7556379022053,704.0137329101562,4469597,33.97749676207318,4.676993050483676
2021-11-22 00:00:00+05:30,BHARTIARTL.NS,729.2925317015181,745.0117543814315,722.4923475478236,731.3621215820312,36884348,35.297399690252476,4.858677324214469
2021-11-23 00:00:00+05:30,BHARTIARTL.NS,734.2202302623377,749.9887184290457,725.0548085458405,747.9191284179688,18240414,36.09648303175525,4.96867092560118
2021-11-24 00:00:00+05:30,BHARTIARTL.NS,752.9453099603035,770.4877410153642,745.3074485045543,747.9191284179688,21653712,36.09648303175525,4.96867092560118
2021-11-25 00:00:00+05:30,BHARTIARTL.NS,748.0669628179929,757.3802386812355,741.9073967909821,754.0787353515625,8483653,36.39376135866615,5.009591205242664
2021-11-26 00:00:00+05:30,BHARTIARTL.NS,751.9597839665291,751.9597839665291,722.4923974671945,728.0606689453125,11142921,35.13806317303632,4.836744696601357
2021-11-29 00:00:00+05:30,BHARTIARTL.NS,741.1189007975393,744.0754921571039,716.5791684523506,728.6519165039062,15885643,35.166598286868066,4.840672547143744
2021-11-30 00:00:00+05:30,BHARTIARTL.NS,729.292568805248,739.3449919191814,712.1936387190633,717.7125854492188,14272616,34.638638293881215,4.767998999842014
2021-12-01 00:00:00+05:30,BHARTIARTL.NS,722.3938918702946,726.7302503434173,707.8573162835459,711.7994384765625,10488561,34.35325475272985,4.728716034177008
2021-12-02 00:00:00+05:30,BHARTIARTL.NS,713.425575416446,725.0548236512693,703.8166527396709,721.9503784179688,11507427,34.843164981562204,4.796152041945756
2021-12-03 00:00:00+05:30,BHARTIARTL.NS,719.4372649315864,724.0200058169538,705.9354850524687,707.955810546875,11024093,34.167751474270034,4.703181559101524
2021-12-06 00:00:00+05:30,BHARTIARTL.NS,707.6108884412744,711.4544813947249,683.8103031606153,687.5060424804688,8804487,33.18079355600718,4.567327074082848
2021-12-07 00:00:00+05:30,BHARTIARTL.NS,692.1873328753529,695.4888961905009,684.0567061298225,688.7379760742188,10238693,33.24024981053179,4.575511211106438
2021-12-08 00:00:00+05:30,BHARTIARTL.NS,694.7990260832577,708.5964535515777,692.1380816125368,704.8021850585938,8296393,34.015549471939856,4.682230995493126
2021-12-09 00:00:00+05:30,BHARTIARTL.NS,706.4282446775027,713.4748117565276,700.7121798539619,703.6195068359375,9069515,33.95847040713984,4.674374077978951
2021-12-10 00:00:00+05:30,BHARTIARTL.NS,700.7122120722161,708.497927378267,696.7700899227241,700.4165649414062,4251339,33.80388826937289,4.65309588938467
2021-12-13 00:00:00+05:30,BHARTIARTL.NS,704.6543514135486,708.005179383173,688.2452435051416,692.926513671875,9896899,33.44239930848818,4.603337033700765
2021-12-14 00:00:00+05:30,BHARTIARTL.NS,690.856844754127,696.0801441034647,678.4391851574368,681.5928344726562,9275631,32.895407069143644,4.528043702941375
2021-12-15 00:00:00+05:30,BHARTIARTL.NS,681.7406901687409,684.8451351533326,674.2013581501639,675.5318603515625,7674319,32.6028890131063,4.487778673271656
2021-12-16 00:00:00+05:30,BHARTIARTL.NS,679.9174750539801,679.9174750539801,667.7954025125822,671.5404663085938,9633006,32.41025416547267,4.461262539667925
2021-12-17 00:00:00+05:30,BHARTIARTL.NS,671.1462911141956,675.7782966368688,651.5342095010092,656.41259765625,13850460,31.68014467452944,4.360763169771869
2021-12-20 00:00:00+05:30,BHARTIARTL.NS,649.61240427612,651.5834651278693,635.7656536709774,648.7254028320312,11812939,31.309141063321974,4.309694625097366
2021-12-21 00:00:00+05:30,BHARTIARTL.NS,654.3429600494946,661.1924087674968,649.6616903709183,657.3488159179688,8084499,31.72532895356992,4.366982773309564
2021-12-22 00:00:00+05:30,BHARTIARTL.NS,657.3488738334017,676.0739541974717,657.3488738334017,674.842041015625,8522226,32.56959657411318,4.483195978233971
2021-12-23 00:00:00+05:30,BHARTIARTL.NS,679.030520725426,679.030520725426,665.7258588534473,668.9288330078125,5602466,32.28421008724964,4.443912607092499
2021-12-24 00:00:00+05:30,BHARTIARTL.NS,672.2303350004497,672.9694828809597,662.9171198276292,667.25341796875,3756020,32.203350288067085,4.432782278054768
2021-12-27 00:00:00+05:30,BHARTIARTL.NS,665.1837556789505,668.5345229485985,658.9749261877778,665.97216796875,3658572,32.1415138981057,4.424270516045294
2021-12-28 00:00:00+05:30,BHARTIARTL.NS,670.0129038371141,673.6101143167272,665.2823693441505,670.2100219726562,3892590,32.34604353149886,4.452423963625504
2021-12-29 00:00:00+05:30,BHARTIARTL.NS,670.1115162763068,673.6101377337683,665.2331279740945,667.0563354492188,3847574,32.193838583456504,4.4314729945406395
2021-12-30 00:00:00+05:30,BHARTIARTL.NS,667.6968733126274,675.8767639368314,664.4446348899926,669.5200805664062,5701612,32.312745201081384,4.447840457634885
2021-12-31 00:00:00+05:30,BHARTIARTL.NS,670.6535230130124,684.0567141072078,670.160757749961,673.90576171875,4598628,32.524409349360525,4.476975969219808
2022-01-03 00:00:00+05:30,BHARTIARTL.NS,677.847884366811,682.5784188654968,673.2158788600105,681.2972412109375,2939833,32.88114098508386,4.526079980408415
2022-01-04 00:00:00+05:30,BHARTIARTL.NS,682.2335056092047,693.0743413790874,680.4102981996192,687.3582763671875,6473875,33.17366198683337,4.5663454155546015
2022-01-05 00:00:00+05:30,BHARTIARTL.NS,690.7583393858586,692.5815467180524,681.7407114083426,689.871337890625,4586105,33.294948739895034,4.583040503634731
2022-01-06 00:00:00+05:30,BHARTIARTL.NS,691.8423698410732,710.0746830064006,689.871308958335,700.120849609375,21642414,33.789616293888756,4.651131355898776
2022-01-07 00:00:00+05:30,BHARTIARTL.NS,703.5702495842726,704.8021627120277,691.3003828014306,694.5033569335938,4315015,33.518501782509354,4.613812518243198
2022-01-10 00:00:00+05:30,BHARTIARTL.NS,695.1932566261738,701.0571151302594,693.4685782068524,694.749755859375,3565324,33.53039362255671,4.61544942674321
2022-01-11 00:00:00+05:30,BHARTIARTL.NS,692.8279225965429,699.2831351650141,684.5494425616137,693.2714233398438,10642484,33.45904552798474,4.605628381219607
2022-01-12 00:00:00+05:30,BHARTIARTL.NS,697.7063452928813,722.0982257198132,694.0106058342553,719.6343994140625,12366953,34.731389933111124,4.780766237379757
2022-01-13 00:00:00+05:30,BHARTIARTL.NS,718.451708371383,725.0055100188379,715.6429706093343,721.211181640625,5829874,34.807489461420126,4.7912413164457215
2022-01-14 00:00:00+05:30,BHARTIARTL.NS,719.3880253935952,720.3242914313881,708.054424251494,710.1732788085938,5344096,34.2747721432719,4.717912924648693
2022-01-17 00:00:00+05:30,BHARTIARTL.NS,709.5820172295735,724.1185932769848,709.1385164384023,718.0575561523438,4340924,34.65528745908995,4.770290752837323
2022-01-18 00:00:00+05:30,BHARTIARTL.NS,716.4807185803718,720.1271936902066,702.2397899289429,704.0137329101562,4312058,33.97749676207318,4.676993050483676
2022-01-19 00:00:00+05:30,BHARTIARTL.NS,703.6687743469511,704.6543048432354,691.5467612730565,693.517822265625,5879490,33.4709373680321,4.607265289719619
2022-01-20 00:00:00+05:30,BHARTIARTL.NS,695.7845726950527,709.2370888483324,695.0454247778837,705.048583984375,4812496,34.02744131198721,4.6838679039931375
2022-01-21 00:00:00+05:30,BHARTIARTL.NS,699.3324017471351,703.6687599025755,679.3754096070411,685.1900634765625,6704622,33.06901850755611,4.551941269516848
2022-01-24 00:00:00+05:30,BHARTIARTL.NS,680.3117176274808,696.7700896249793,667.5490851435519,679.9175415039062,11091633,32.81455316138544,4.51691418485658
2022-01-25 00:00:00+05:30,BHARTIARTL.NS,674.1028652270652,710.0254641544354,672.2796578541404,701.5498657226562,14128764,33.85858425302395,4.660624776436495
2022-01-27 00:00:00+05:30,BHARTIARTL.NS,696.2773315818034,705.6398717800017,691.3496788459096,697.0164794921875,8937312,33.63979148128318,4.630508011799794
2022-01-28 00:00:00+05:30,BHARTIARTL.NS,704.5558076279877,743.0900277096886,691.497527963328,705.4427490234375,21450677,34.04646472120837,4.686486471021396
2022-01-31 00:00:00+05:30,BHARTIARTL.NS,717.466197879612,724.3649113207621,709.1384531952507,718.7473754882812,10745370,34.68857989808308,4.774873447875008
2022-02-01 00:00:00+05:30,BHARTIARTL.NS,722.3938084072605,724.3648692760389,707.9064989913389,712.5877685546875,4814511,34.39130157117218,4.733953168233524
2022-02-02 00:00:00+05:30,BHARTIARTL.NS,715.5936939521395,721.1619655088437,710.0747470435557,714.5588989257812,3286577,34.48643334583887,4.747048030757148
2022-02-03 00:00:00+05:30,BHARTIARTL.NS,715.4951636205615,718.4517552057704,708.1036846575391,711.2081298828125,3651578,34.324716693185934,4.724787778158155
2022-02-04 00:00:00+05:30,BHARTIARTL.NS,710.6660551728611,712.7849699150585,706.1326387060344,709.7791137695312,3284198,34.25574873405074,4.715294357620436
2022-02-07 00:00:00+05:30,BHARTIARTL.NS,707.6108832119714,709.6804731549921,689.3785693687661,696.2772827148438,6833983,33.60411596114111,4.625597286299759
2022-02-08 00:00:00+05:30,BHARTIARTL.NS,700.9093474213727,704.3587043868794,690.8569236629221,698.6426391601562,7167684,33.71827409074113,4.641311121328109
2022-02-09 00:00:00+05:30,BHARTIARTL.NS,696.8685965200127,715.593676128322,691.9902686384021,708.9413452148438,10185173,34.215315888747284,4.709728787625102
2022-02-10 00:00:00+05:30,BHARTIARTL.NS,712.4893047416299,716.4314268397624,698.3469056233737,713.5733642578125,6074014,34.43886893136161,4.74050080223357
2022-02-11 00:00:00+05:30,BHARTIARTL.NS,711.2573980222986,714.9038730264709,700.6136802914252,704.8021850585938,5646980,34.015549471939856,4.682230995493126
2022-02-14 00:00:00+05:30,BHARTIARTL.NS,693.813472070244,693.813472070244,675.0883925683482,679.7203979492188,7441445,32.80503851106268,4.515604495865983
2022-02-15 00:00:00+05:30,BHARTIARTL.NS,685.9292242646382,702.781771662061,676.6652135542838,701.2542114257812,4650249,33.84431522325199,4.658660648427069
2022-02-16 00:00:00+05:30,BHARTIARTL.NS,707.0195979291983,717.6633151959513,697.7555872579089,711.3558959960938,5433910,34.33184826235974,4.7257694366864005
2022-02-17 00:00:00+05:30,BHARTIARTL.NS,713.9675804425545,716.9734364274157,704.6543052173226,706.6253662109375,5107708,34.10354084029621,4.694342983059102
2022-02-18 00:00:00+05:30,BHARTIARTL.NS,701.7469808435051,709.13845959718,701.0570974627605,702.23974609375,4099366,33.89187963772925,4.665207876950647
2022-02-21 00:00:00+05:30,BHARTIARTL.NS,697.80489708486,706.1819067981285,692.8279798150263,699.6774291992188,4307430,33.768215694942995,4.648185569361104
